rowid,brainfield,ENSEMBL,SYMBOL,GENENAME,MAP,ENTREZID,BIOSOURCE_POSITION,GENETYPE,LOCUS,DESCRIPTION,SUMMARY,gene_family
10444,ENSG00000061337,ENSG00000061337,LZTS1,leucine zipper tumor suppressor 1,8p21.3,11178,8,protein-coding,LZTS1,leucine zipper tumor suppressor 1,"This gene encodes a tumor suppressor protein that is ubiquitously expressed in normal tissues. In uveal melanomas, expression of this protein is silenced in rapidly metastasizing and metastatic tumor cells but has normal expression in slowly metastasizing or nonmetastasizing tumor cells. This protein may have a role in cell-cycle control by interacting with the Cdk1/cyclinB1 complex. This gene is located on chromosomal region 8p22. Loss of heterozygosity (LOH) in the 8p arm is a common characteristic of many types of cancer. [provided by RefSeq, Nov 2009]",Transcription Factor
11129,ENSG00000134138,ENSG00000134138,MEIS2,Meis homeobox 2,15q14,4212,15,protein-coding,MEIS2,Meis homeobox 2,"This gene encodes a homeobox protein belonging to the TALE ('three amino acid loop extension') family of homeodomain-containing proteins. TALE homeobox proteins are highly conserved transcription regulators, and several members have been shown to be essential contributors to developmental programs. Multiple transcript variants encoding distinct isoforms have been described for this gene. [provided by RefSeq, Jul 2008]",Transcription Factor
17758,ENSG00000162992,ENSG00000162992,NEUROD1,neuronal differentiation 1,2q31.3,4760,2,protein-coding,NEUROD1,neuronal differentiation 1,"This gene encodes a member of the NeuroD family of basic helix-loop-helix (bHLH) transcription factors. The protein forms heterodimers with other bHLH proteins and activates transcription of genes that contain a specific DNA sequence known as the E-box. It regulates expression of the insulin gene, and mutations in this gene result in type II diabetes mellitus. [provided by RefSeq, Jul 2008]",Transcription Factor
14764,ENSG00000164600,ENSG00000164600,NEUROD6,neuronal differentiation 6,7p14.3,63974,7,protein-coding,NEUROD6,neuronal differentiation 6,"This gene is a member of the NEUROD family of basic helix-loop-helix transcription factors. The encoded protein may be involved in the development and differentiation of the nervous system. [provided by RefSeq, Nov 2012]",Transcription Factor
15381,ENSG00000136352,ENSG00000136352,NKX2-1,NK2 homeobox 1,14q13.3,7080,14,protein-coding,NKX2-1,NK2 homeobox 1,"This gene encodes a protein initially identified as a thyroid-specific transcription factor. The encoded protein binds to the thyroglobulin promoter and regulates the expression of thyroid-specific genes but has also been shown to regulate the expression of genes involved in morphogenesis. Mutations and deletions in this gene are associated with benign hereditary chorea, choreoathetosis, congenital hypothyroidism, and neonatal respiratory distress, and may be associated with thyroid cancer. Multiple transcript variants encoding different isoforms have been found for this gene. This gene shares the symbol/alias 'TTF1' with another gene, transcription termination factor 1, which plays a role in ribosomal gene transcription. [provided by RefSeq, Feb 2014]",Transcription Factor
14986,ENSG00000151322,ENSG00000151322,NPAS3,neuronal PAS domain protein 3,14q13.1,64067,14,protein-coding,NPAS3,neuronal PAS domain protein 3,"This gene encodes a member of the basic helix-loop-helix and PAS domain-containing family of transcription factors. The encoded protein is localized to the nucleus and may regulate genes involved in neurogenesis. Chromosomal abnormalities that affect the coding potential of this gene are associated with schizophrenia and cognitive disability. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Sep 2009]",Transcription Factor
2692,ENSG00000113580,ENSG00000113580,NR3C1,nuclear receptor subfamily 3 group C member 1,5q31.3,2908,5,protein-coding,NR3C1,nuclear receptor subfamily 3 group C member 1,"This gene encodes glucocorticoid receptor, which can function both as a transcription factor that binds to glucocorticoid response elements in the promoters of glucocorticoid responsive genes to activate their transcription, and as a regulator of other transcription factors. This receptor is typically found in the cytoplasm, but upon ligand binding, is transported into the nucleus. It is involved in inflammatory responses, cellular proliferation, and differentiation in target tissues. Mutations in this gene are associated with generalized glucocorticoid resistance. Alternative splicing of this gene results in transcript variants encoding either the same or different isoforms. Additional isoforms resulting from the use of alternate in-frame translation initiation sites have also been described, and shown to be functional, displaying diverse cytoplasm-to-nucleus trafficking patterns and distinct transcriptional activities (PMID:15866175). [provided by RefSeq, Feb 2011]",Transcription Factor
10048,ENSG00000151623,ENSG00000151623,NR3C2,nuclear receptor subfamily 3 group C member 2,4q31.23,4306,4,protein-coding,NR3C2,nuclear receptor subfamily 3 group C member 2,"This gene encodes the mineralocorticoid receptor, which mediates aldosterone actions on salt and water balance within restricted target cells. The protein functions as a ligand-dependent transcription factor that binds to mineralocorticoid response elements in order to transactivate target genes. Mutations in this gene cause autosomal dominant pseudohypoaldosteronism type I, a disorder characterized by urinary salt wasting. Defects in this gene are also associated with early onset hypertension with severe exacerbation in pregnancy. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2009]",Transcription Factor
1377,ENSG00000153234,ENSG00000153234,NR4A2,nuclear receptor subfamily 4 group A member 2,2q24.1,4929,2,protein-coding,NR4A2,nuclear receptor subfamily 4 group A member 2,"This gene encodes a member of the steroid-thyroid hormone-retinoid receptor superfamily. The encoded protein may act as a transcription factor. Mutations in this gene have been associated with disorders related to dopaminergic dysfunction, including Parkinson disease, schizophernia, and manic depression. Misregulation of this gene may be associated with rheumatoid arthritis. Alternatively spliced transcript variants have been described, but their biological validity has not been determined. [provided by RefSeq, Jul 2008]",Transcription Factor
14900,ENSG00000007372,ENSG00000007372,PAX6,paired box 6,11p13,5080,11,protein-coding,PAX6,paired box 6,"This gene encodes paired box protein Pax-6, one of many human homologs of the Drosophila melanogaster gene prd. In addition to a conserved paired box domain, a hallmark feature of this gene family, the encoded protein also contains a homeobox domain. Both domains are known to bind DNA and function as regulators of gene transcription. Activity of this protein is key in the development of neural tissues, particularly the eye. This gene is regulated by multiple enhancers located up to hundreds of kilobases distant from this locus. Mutations in this gene or in the enhancer regions can cause ocular disorders such as aniridia and Peter's anomaly. Use of alternate promoters and alternative splicing results in multiple transcript variants encoding different isoforms. Interestingly, inclusion of a particular alternate coding exon has been shown to increase the length of the paired box domain and alter its DNA binding specificity. Consequently, isoforms that carry the shorter paired box domain regulate a different set of genes compared to the isoforms carrying the longer paired box domain. [provided by RefSeq, Mar 2019]",Transcription Factor
7167,ENSG00000179094,ENSG00000179094,PER1,period circadian regulator 1,17p13.1,5187,17,protein-coding,PER1,period circadian regulator 1,"This gene is a member of the Period family of genes and is expressed in a circadian pattern in the suprachiasmatic nucleus, the primary circadian pacemaker in the mammalian brain. Genes in this family encode components of the circadian rhythms of locomotor activity, metabolism, and behavior. This gene is upregulated by CLOCK/ARNTL heterodimers but then represses this upregulation in a feedback loop using PER/CRY heterodimers to interact with CLOCK/ARNTL. Polymorphisms in this gene may increase the risk of getting certain cancers. Alternative splicing has been observed in this gene; however, these variants have not been fully described. [provided by RefSeq, Jan 2014]",Transcription Factor
14725,ENSG00000137338,ENSG00000137338,PGBD1,piggyBac transposable element derived 1,6p22.1,84547,6,protein-coding,PGBD1,piggyBac transposable element derived 1,"The piggyBac family of proteins, found in diverse animals, are transposases related to the transposase of the canonical piggyBac transposon from the moth, Trichoplusia ni. This family also includes genes in several genomes, including human, that appear to have been derived from the piggyBac transposons. This gene belongs to the subfamily of piggyBac transposable element derived (PGBD) genes. The PGBD proteins appear to be novel, with no obvious relationship to other transposases, or other known protein families. This gene product is specifically expressed in the brain, however, its exact function is not known. Alternative splicing results in multiple transcript variants encoding the same protein.[provided by RefSeq, May 2010]",Transcription Factor
12468,ENSG00000077092,ENSG00000077092,RARB,retinoic acid receptor beta,3p24.2,5915,3,protein-coding,RARB,retinoic acid receptor beta,"This gene encodes retinoic acid receptor beta, a member of the thyroid-steroid hormone receptor superfamily of nuclear transcriptional regulators. This receptor localizes to the cytoplasm and to subnuclear compartments. It binds retinoic acid, the biologically active form of vitamin A which mediates cellular signalling in embryonic morphogenesis, cell growth and differentiation. It is thought that this protein limits growth of many cell types by regulating gene expression. The gene was first identified in a hepatocellular carcinoma where it flanks a hepatitis B virus integration site. Alternate promoter usage and differential splicing result in multiple transcript variants. [provided by RefSeq, Mar 2014]",Transcription Factor
